SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_138836_cov_34.383443	115074	116964	+	inlB	1-1891/1893	===============	0/0	99.89	92.44	vfdb	NP_463963	(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]	
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_138836_cov_34.383443	118666	119283	+	lntA	1-618/618	===============	0/0	100	95.95	vfdb	NP_463967	(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_91078_cov_37.527724	2271	4733	+	clpC	1-2463/2463	===============	0/0	100	94.28	vfdb	NP_463763	(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_87699_cov_34.579866	24911	25779	-	plcB	2-870/870	===============	0/0	99.89	95.51	vfdb	NP_463736	(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_87699_cov_34.579866	25818	27735	-	actA	1-1918/1920	===============	0/0	99.9	94.16	vfdb	NP_463735	(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_87699_cov_34.579866	27935	29467	-	mpl	1-1533/1533	===============	0/0	100	94.85	vfdb	NP_463734	(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_87699_cov_34.579866	29802	31391	-	hly	1-1590/1590	===============	0/0	100	97.23	vfdb	NP_463733	(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_87699_cov_34.579866	31634	32587	+	plcA	1-954/954	===============	0/0	100	97.48	vfdb	NP_463732	(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_12_length_87699_cov_34.579866	32860	33573	+	prfA	1-714/714	===============	0/0	100	97.48	vfdb	NP_463731	(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_19_length_43072_cov_26.744115	21953	22834	-	prsA2	1-882/882	===============	0/0	100	96.26	vfdb	NP_465743	(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_413118_cov_27.011407	27422	29242	+	inlK	1-1797/1797	========/======	24-Feb	100	89.18	vfdb	NP_464815	(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_413118_cov_27.011407	29275	31161	-	oatA	1-1869/1869	========/======	18-Feb	100	93.48	vfdb	NP_464816	(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_413118_cov_27.011407	386805	389405	+	lap	1-2601/2601	===============	0/0	100	97.08	vfdb	NP_465159	(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_20_length_41948_cov_36.838096	20687	25825	+	lapB	1-5136/5136	========/======	3-Jan	100	93.34	vfdb	NP_465191	(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_27632_cov_30.291692	1392	3785	+	inlA	1-2403/2403	========/======	9-Jan	99.63	96.09	vfdb	NP_463962	(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_27632_cov_30.291692	3870	5760	+	inlB	1-1891/1893	===============	0/0	99.89	92.44	vfdb	NP_463963	(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_27632_cov_30.291692	7462	8079	+	lntA	1-618/618	===============	0/0	100	95.95	vfdb	NP_463967	(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_27_length_4208_cov_4.035285	205	522	-	llsX	1-318/318	===============	0/0	100	97.48	vfdb	AHK25019	(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_27_length_4208_cov_4.035285	563	1312	-	llsH	1-750/750	===============	0/0	100	97.6	vfdb	AHK25018	(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_27_length_4208_cov_4.035285	1312	2199	-	llsG	1-888/888	===============	0/0	100	97.3	vfdb	AHK25017	(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_27_length_4208_cov_4.035285	2264	2413	-	llsA	1-150/150	===============	0/0	100	98	vfdb	AHK25016	(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_293927_cov_26.151300	29574	30959	+	hpt	1-1386/1386	===============	0/0	100	97.98	vfdb	NP_464364	(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_293927_cov_26.151300	128936	129931	+	lplA1	1-996/996	===============	0/0	100	92.77	vfdb	NP_464456	(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_2_length_293927_cov_26.151300	187964	190132	-	clpE	1-2175/2175	========/======	6-Jan	99.72	93.56	vfdb	NP_464522	(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_34_length_2213_cov_3.168744	608	1921	+	llsD	1-1314/1314	===============	0/0	100	98.1	vfdb	AHK25022	(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_255590_cov_35.887616	6428	7318	-	inlC	1-891/891	===============	0/0	100	97.08	vfdb	NP_465311	(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_255590_cov_35.887616	50217	51929	+	fbpA	1-1713/1713	===============	0/0	100	91.65	vfdb	NP_465354	(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_255590_cov_35.887616	66500	66964	-	lspA	1-465/465	===============	0/0	100	97.63	vfdb	NP_465369	(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_255590_cov_35.887616	69889	70821	-	lpeA	1-933/933	===============	0/0	100	96.68	vfdb	NP_465372	(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_223435_cov_34.185085	41530	41967	+	gtcA	1-438/438	========/======	4-Feb	99.54	80.68	vfdb	NP_466072	(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_5_length_223435_cov_34.185085	124339	124935	-	clpP	1-597/597	===============	0/0	100	96.82	vfdb	NP_465991	(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_168140_cov_29.920881	58916	60325	+	iap/cwhA	1-1449/1449	========/======	May-45	97.1	94.42	vfdb	NP_464110	(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_130129_cov_34.480070	26349	27749	-	pdgA	1-1401/1401	===============	0/0	100	97	vfdb	NP_463944	(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_130129_cov_34.480070	33135	35606	-	inlF	1-2466/2466	========/======	8-Mar	99.96	80.95	vfdb	NP_463939	(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_130129_cov_34.480070	123132	124388	+	vip	1-1200/1200	========/======	Mar-57	100	85.36	vfdb	NP_463850	(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]	
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_107657_cov_29.540696	69478	70455	+	bsh	1-978/978	===============	0/0	100	97.55	vfdb	NP_465591	(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_87435_cov_31.806833	24911	25779	-	plcB	2-870/870	===============	0/0	99.89	95.51	vfdb	NP_463736	(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_87435_cov_31.806833	25818	27735	-	actA	1-1918/1920	===============	0/0	99.9	94.16	vfdb	NP_463735	(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_87435_cov_31.806833	27935	29467	-	mpl	1-1533/1533	===============	0/0	100	94.85	vfdb	NP_463734	(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_87435_cov_31.806833	29802	31391	-	hly	1-1590/1590	===============	0/0	100	97.23	vfdb	NP_463733	(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_87435_cov_31.806833	31634	32587	+	plcA	1-954/954	===============	0/0	100	97.48	vfdb	NP_463732	(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_13_length_87435_cov_31.806833	32860	33573	+	prfA	1-714/714	===============	0/0	100	97.48	vfdb	NP_463731	(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_14_length_80963_cov_26.742973	58916	60325	+	iap/cwhA	1-1449/1449	========/======	May-45	97.1	94.42	vfdb	NP_464110	(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_18_length_66504_cov_37.624403	41441	41878	+	gtcA	1-438/438	========/======	4-Feb	99.54	80.68	vfdb	NP_466072	(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_19_length_65458_cov_35.930186	30304	32775	+	inlF	1-2466/2466	========/======	8-Mar	99.96	80.95	vfdb	NP_463939	(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_19_length_65458_cov_35.930186	38161	39561	+	pdgA	1-1401/1401	===============	0/0	100	97	vfdb	NP_463944	(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_255593_cov_35.991940	184770	185702	+	lpeA	1-933/933	===============	0/0	100	96.68	vfdb	NP_465372	(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_255593_cov_35.991940	188627	189091	+	lspA	1-465/465	===============	0/0	100	97.63	vfdb	NP_465369	(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_255593_cov_35.991940	203662	205374	-	fbpA	1-1713/1713	===============	0/0	100	91.65	vfdb	NP_465354	(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_255593_cov_35.991940	248273	249163	+	inlC	1-891/891	===============	0/0	100	97.08	vfdb	NP_465311	(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]	
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_22_length_57812_cov_32.083384	10020	11276	-	vip	1-1200/1200	========/======	Mar-57	100	85.36	vfdb	NP_463850	(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]	
