"","Sample","GENE","%COVERAGE","%IDENTITY","ACCESSION","PRODUCT"
"642","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"643","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"644","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"645","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"646","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"647","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"648","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"649","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"650","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"651","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"652","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"653","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"654","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"655","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"656","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"657","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"658","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"659","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"660","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"661","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"662","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"663","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"664","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"665","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"666","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"667","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"668","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"669","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","95.66","96.78","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"670","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"671","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"672","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"673","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"674","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"675","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"676","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"677","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"678","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"679","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"680","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"681","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"682","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"683","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"684","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"685","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"686","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"687","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"688","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"689","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"690","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"691","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"692","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"693","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"694","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"695","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"696","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"697","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"698","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"699","SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"700","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"701","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"702","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"703","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"704","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"705","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"706","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"707","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"708","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"709","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"710","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"711","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"712","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"713","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"714","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"715","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"716","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"717","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.13","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"718","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"719","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.4","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"720","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"721","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"722","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.19","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"723","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","100","96.23","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"724","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"725","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","92.57","96.96","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"726","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","85.47","97.97","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"727","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"728","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"729","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"730","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"731","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"732","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"733","SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"734","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"735","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"736","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"737","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"738","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"739","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"740","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"741","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"742","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"743","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"744","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","98.1","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"745","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"746","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","100","96.69","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"747","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"748","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"749","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"750","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"751","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"752","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"753","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"754","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"755","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"756","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"757","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"758","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"759","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"760","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"761","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"762","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"763","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"764","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"765","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"766","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"767","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"768","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"769","SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
